Year,Province,Location,New Housing Price Index,Avg_Value,Number_of_Study_Permits_Issued,Study_Permit_To_Value_Impact_Metric,Total_Workers_Count,Number_of_Class_Titles,Most_Common_Class_Title,Workers_To_Housing_Impact_Ratio,Combined_Impact_Ratio,Avg_Total_CPI,Avg_Total_CPI_Seasonally_Adjusted,Avg_STATIC_TOTALCPICHANGE,Avg_CPI_TRIM,Avg_CPI_MEDIAN
2023,Saskatchewan,"Saskatoon, Saskatchewan",House only,114.92,181960.0,1583.36,7140.0,386.0,0012 - Senior government managers and officials,62.13,822.75,157.11,157.11,3.89,3.89,4.02
2018,Quebec,"Québec, Quebec",House only,100.0,117625.0,1176.25,17045.0,482.0,0011 - Legislators,170.45,673.35,133.38,133.36,2.27,1.94,1.88
2018,Quebec,"Montréal, Quebec",Total (house and land),102.92,117625.0,1142.88,17045.0,482.0,0011 - Legislators,165.61,654.25,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"Oshawa, Ontario",Land only,106.0,117625.0,1109.67,27435.0,475.0,0011 - Legislators,258.82,684.25,133.38,133.36,2.27,1.94,1.88
2019,Saskatchewan,Saskatchewan,House only,94.42,126555.0,1340.34,5215.0,386.0,0012 - Senior government managers and officials,55.23,697.79,135.98,135.97,1.94,2.05,2.01
2019,British Columbia,"Kelowna, British Columbia",Total (house and land),102.92,126555.0,1229.64,15480.0,470.0,0011 - Legislators,150.41,690.03,135.98,135.97,1.94,2.05,2.01
2021,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),154.42,152280.0,986.14,22675.0,475.0,0011 - Legislators,146.84,566.49,141.61,141.61,3.4,2.91,2.65
2022,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,120.25,168235.0,1399.04,5690.0,369.0,"0013 - Senior managers - financial, communications and other business services",47.32,723.18,151.24,151.24,6.8,5.25,4.84
2022,British Columbia,"Vancouver, British Columbia",Total (house and land),128.17,168235.0,1312.59,12545.0,470.0,0011 - Legislators,97.88,705.23,151.24,151.24,6.8,5.25,4.84
2023,Newfoundland and Labrador,Newfoundland and Labrador,House only,108.67,181960.0,1674.43,4520.0,310.0,0012 - Senior government managers and officials,41.59,858.01,157.11,157.11,3.89,3.89,4.02
2016,Alberta,"Edmonton, Alberta",Land only,99.08,103720.0,1046.83,7035.0,436.0,0011 - Legislators,71.0,558.92,128.37,128.38,1.44,1.82,1.99
2018,Ontario,"London, Ontario",Land only,100.42,117625.0,1171.33,27435.0,475.0,0011 - Legislators,273.2,722.27,133.38,133.36,2.27,1.94,1.88
2019,Ontario,"Oshawa, Ontario",House only,101.42,126555.0,1247.83,29875.0,475.0,0011 - Legislators,294.57,771.2,135.98,135.97,1.94,2.05,2.01
2020,,Canada,House only,104.42,105815.0,1013.36,,,,,,136.96,136.95,0.73,1.77,1.88
2021,Nova Scotia,Nova Scotia,Total (house and land),115.58,152280.0,1317.53,7055.0,391.0,0012 - Senior government managers and officials,61.04,689.29,141.61,141.61,3.4,2.91,2.65
2017,Ontario,"Oshawa, Ontario",House only,102.92,108870.0,1057.81,26770.0,475.0,0011 - Legislators,260.1,658.95,130.42,130.43,1.6,1.44,1.63
2017,Alberta,"Edmonton, Alberta",House only,99.42,108870.0,1095.05,5980.0,436.0,0011 - Legislators,60.15,577.6,130.42,130.43,1.6,1.44,1.63
2022,Quebec,"Trois-Rivières, Quebec",Total (house and land),111.0,168235.0,1515.63,17755.0,482.0,0011 - Legislators,159.95,837.79,151.24,151.24,6.8,5.25,4.84
2023,British Columbia,"Kelowna, British Columbia",House only,126.08,181960.0,1443.21,13760.0,470.0,0011 - Legislators,109.14,776.18,157.11,157.11,3.89,3.89,4.02
2017,Manitoba,Manitoba,Total (house and land),101.58,108870.0,1071.77,6825.0,409.0,0012 - Senior government managers and officials,67.19,569.48,130.42,130.43,1.6,1.44,1.63
2022,Prince Edward Island,Prince Edward Island,House only,125.75,168235.0,1337.85,2290.0,250.0,0011 - Legislators,18.21,678.03,151.24,151.24,6.8,5.25,4.84
2015,New Brunswick,New Brunswick,Total (house and land),97.75,96265.0,984.81,1030.0,369.0,"0013 - Senior managers - financial, communications and other business services",10.54,497.67,126.57,126.56,1.13,1.63,1.77
2016,Prince Edward Island,Prince Edward Island,House only,99.92,103720.0,1038.03,610.0,250.0,0011 - Legislators,6.1,522.06,128.37,128.38,1.44,1.82,1.99
2017,British Columbia,"Vancouver, British Columbia",Total (house and land),104.42,108870.0,1042.62,10470.0,470.0,0011 - Legislators,100.27,571.44,130.42,130.43,1.6,1.44,1.63
2018,Manitoba,"Winnipeg, Manitoba",Land only,100.75,117625.0,1167.49,8325.0,409.0,0012 - Senior government managers and officials,82.63,625.06,133.38,133.36,2.27,1.94,1.88
2018,Saskatchewan,"Regina, Saskatchewan",Total (house and land),98.58,117625.0,1193.19,4790.0,386.0,0012 - Senior government managers and officials,48.59,620.89,133.38,133.36,2.27,1.94,1.88
2020,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),107.92,105815.0,980.49,14745.0,482.0,0011 - Legislators,136.63,558.56,136.96,136.95,0.73,1.77,1.88
2020,British Columbia,"Vancouver, British Columbia",House only,107.17,105815.0,987.36,7240.0,470.0,0011 - Legislators,67.56,527.46,136.96,136.95,0.73,1.77,1.88
2022,Quebec,"Québec, Quebec",Total (house and land),124.25,168235.0,1354.0,17755.0,482.0,0011 - Legislators,142.9,748.45,151.24,151.24,6.8,5.25,4.84
2023,Prince Edward Island,"Charlottetown, Prince Edward Island",Total (house and land),122.0,181960.0,1491.48,3435.0,250.0,0011 - Legislators,28.16,759.82,157.11,157.11,3.89,3.89,4.02
2016,Alberta,Alberta,Total (house and land),99.75,103720.0,1039.8,7035.0,436.0,0011 - Legislators,70.53,555.17,128.37,128.38,1.44,1.82,1.99
2018,Ontario,"Hamilton, Ontario",Total (house and land),103.0,117625.0,1141.99,27435.0,475.0,0011 - Legislators,266.36,704.18,133.38,133.36,2.27,1.94,1.88
2019,Quebec,"Québec, Quebec",House only,100.0,126555.0,1265.55,22435.0,482.0,0011 - Legislators,224.35,744.95,135.98,135.97,1.94,2.05,2.01
2021,New Brunswick,New Brunswick,Land only,101.92,152280.0,1494.11,4175.0,369.0,"0013 - Senior managers - financial, communications and other business services",40.96,767.54,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"St. Catharines-Niagara, Ontario",House only,124.58,152280.0,1222.35,22675.0,475.0,0011 - Legislators,182.01,702.18,141.61,141.61,3.4,2.91,2.65
2020,Nova Scotia,"Halifax, Nova Scotia",Total (house and land),105.67,105815.0,1001.37,4250.0,391.0,0012 - Senior government managers and officials,40.22,520.8,136.96,136.95,0.73,1.77,1.88
2021,Saskatchewan,Saskatchewan,Land only,99.75,152280.0,1526.62,6115.0,386.0,0012 - Senior government managers and officials,61.3,793.96,141.61,141.61,3.4,2.91,2.65
2015,Nova Scotia,"Halifax, Nova Scotia",Total (house and land),98.5,96265.0,977.31,1970.0,391.0,0012 - Senior government managers and officials,20.0,498.66,126.57,126.56,1.13,1.63,1.77
2019,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),105.08,126555.0,1204.37,29875.0,475.0,0011 - Legislators,284.31,744.34,135.98,135.97,1.94,2.05,2.01
2021,Prince Edward Island,Prince Edward Island,Total (house and land),116.5,152280.0,1307.12,2050.0,250.0,0011 - Legislators,17.6,662.36,141.61,141.61,3.4,2.91,2.65
2023,Ontario,"London, Ontario",House only,152.5,181960.0,1193.18,29680.0,475.0,0011 - Legislators,194.62,693.9,157.11,157.11,3.89,3.89,4.02
2016,Prince Edward Island,"Charlottetown, Prince Edward Island",House only,99.92,103720.0,1038.03,610.0,250.0,0011 - Legislators,6.1,522.06,128.37,128.38,1.44,1.82,1.99
2022,Quebec,"Trois-Rivières, Quebec",Land only,104.0,168235.0,1617.64,17755.0,482.0,0011 - Legislators,170.72,894.18,151.24,151.24,6.8,5.25,4.84
2019,Quebec,"Montréal, Quebec",Land only,102.75,126555.0,1231.68,22435.0,482.0,0011 - Legislators,218.35,725.02,135.98,135.97,1.94,2.05,2.01
2019,Alberta,"Edmonton, Alberta",Land only,100.0,126555.0,1265.55,5500.0,436.0,0011 - Legislators,55.0,660.28,135.98,135.97,1.94,2.05,2.01
2021,Prince Edward Island,"Charlottetown, Prince Edward Island",Total (house and land),116.5,152280.0,1307.12,2050.0,250.0,0011 - Legislators,17.6,662.36,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"London, Ontario",Land only,117.75,168235.0,1428.75,29435.0,475.0,0011 - Legislators,249.98,839.37,151.24,151.24,6.8,5.25,4.84
2023,Alberta,Alberta,House only,122.08,181960.0,1490.5,6605.0,436.0,0011 - Legislators,54.1,772.3,157.11,157.11,3.89,3.89,4.02
2016,Quebec,"Sherbrooke, Quebec",Total (house and land),8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2017,Quebec,"Trois-Rivières, Quebec",House only,100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2017,Ontario,"Hamilton, Ontario",House only,102.92,108870.0,1057.81,26770.0,475.0,0011 - Legislators,260.1,658.95,130.42,130.43,1.6,1.44,1.63
2019,Nova Scotia,"Halifax, Nova Scotia",Land only,100.0,126555.0,1265.55,4485.0,391.0,0012 - Senior government managers and officials,44.85,655.2,135.98,135.97,1.94,2.05,2.01
2021,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.33,152280.0,1459.6,17550.0,482.0,0011 - Legislators,168.22,813.91,141.61,141.61,3.4,2.91,2.65
2023,Quebec,"Sherbrooke, Quebec",House only,112.17,181960.0,1622.18,13935.0,482.0,0011 - Legislators,124.23,873.21,157.11,157.11,3.89,3.89,4.02
2023,Saskatchewan,Saskatchewan,Total (house and land),104.42,181960.0,1742.58,7140.0,386.0,0012 - Senior government managers and officials,68.38,905.48,157.11,157.11,3.89,3.89,4.02
2018,Quebec,"Sherbrooke, Quebec",Land only,100.83,117625.0,1166.57,17045.0,482.0,0011 - Legislators,169.05,667.81,133.38,133.36,2.27,1.94,1.88
2020,Manitoba,"Winnipeg, Manitoba",House only,107.83,105815.0,981.31,7230.0,409.0,0012 - Senior government managers and officials,67.05,524.18,136.96,136.95,0.73,1.77,1.88
2021,Nova Scotia,Atlantic Region,Land only,102.0,152280.0,1492.94,7055.0,391.0,0012 - Senior government managers and officials,69.17,781.06,141.61,141.61,3.4,2.91,2.65
2021,Quebec,"Sherbrooke, Quebec",Land only,103.58,152280.0,1470.17,17550.0,482.0,0011 - Legislators,169.43,819.8,141.61,141.61,3.4,2.91,2.65
2022,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,106.92,168235.0,1573.47,3240.0,310.0,0012 - Senior government managers and officials,30.3,801.89,151.24,151.24,6.8,5.25,4.84
2023,Nova Scotia,"Halifax, Nova Scotia",Land only,103.0,181960.0,1766.6,6735.0,391.0,0012 - Senior government managers and officials,65.39,916.0,157.11,157.11,3.89,3.89,4.02
2015,Ontario,Ontario,House only,90.67,96265.0,1061.71,23515.0,475.0,0011 - Legislators,259.35,660.53,126.57,126.56,1.13,1.63,1.77
2018,Ontario,"Toronto, Ontario",Total (house and land),103.17,117625.0,1140.11,27435.0,475.0,0011 - Legislators,265.92,703.02,133.38,133.36,2.27,1.94,1.88
2023,Manitoba,Manitoba,Land only,109.92,181960.0,1655.39,1145.0,409.0,0012 - Senior government managers and officials,10.42,832.91,157.11,157.11,3.89,3.89,4.02
2016,Ontario,"Hamilton, Ontario",Total (house and land),98.17,103720.0,1056.53,25565.0,475.0,0011 - Legislators,260.42,658.48,128.37,128.38,1.44,1.82,1.99
2018,Alberta,"Calgary, Alberta",Total (house and land),99.25,117625.0,1185.14,5060.0,436.0,0011 - Legislators,50.98,618.06,133.38,133.36,2.27,1.94,1.88
2021,Manitoba,"Winnipeg, Manitoba",Total (house and land),122.08,152280.0,1247.38,7220.0,409.0,0012 - Senior government managers and officials,59.14,653.26,141.61,141.61,3.4,2.91,2.65
2022,Quebec,Quebec,House only,147.75,168235.0,1138.65,17755.0,482.0,0011 - Legislators,120.17,629.41,151.24,151.24,6.8,5.25,4.84
2015,Prince Edward Island,"Charlottetown, Prince Edward Island",Land only,98.75,96265.0,974.84,240.0,250.0,0011 - Legislators,2.43,488.64,126.57,126.56,1.13,1.63,1.77
2016,Quebec,"Trois-Rivières, Quebec",Total (house and land),8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2017,New Brunswick,New Brunswick,House only,100.08,108870.0,1087.83,1370.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.69,550.76,130.42,130.43,1.6,1.44,1.63
2020,Ontario,"Toronto, Ontario",Total (house and land),103.0,105815.0,1027.33,17775.0,475.0,0011 - Legislators,172.57,599.95,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"Greater Sudbury, Ontario",House only,116.75,152280.0,1304.33,22675.0,475.0,0011 - Legislators,194.22,749.28,141.61,141.61,3.4,2.91,2.65
2021,British Columbia,"Victoria, British Columbia",Total (house and land),113.92,152280.0,1336.73,9615.0,470.0,0011 - Legislators,84.4,710.57,141.61,141.61,3.4,2.91,2.65
2023,Alberta,"Calgary, Alberta",Land only,108.92,181960.0,1670.58,6605.0,436.0,0011 - Legislators,60.64,865.61,157.11,157.11,3.89,3.89,4.02
2020,Alberta,Prairie Region,Total (house and land),97.5,105815.0,1085.28,6200.0,436.0,0011 - Legislators,63.59,574.44,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"Greater Sudbury, Ontario",Land only,114.5,152280.0,1329.96,22675.0,475.0,0011 - Legislators,198.03,764.0,141.61,141.61,3.4,2.91,2.65
2016,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,99.17,103720.0,1045.88,25565.0,475.0,0011 - Legislators,257.79,651.84,128.37,128.38,1.44,1.82,1.99
2018,,Canada,House only,102.33,117625.0,1149.47,,,,,,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"St. Catharines-Niagara, Ontario",House only,105.83,117625.0,1111.45,27435.0,475.0,0011 - Legislators,259.24,685.35,133.38,133.36,2.27,1.94,1.88
2021,Ontario,"London, Ontario",Total (house and land),131.67,152280.0,1156.53,22675.0,475.0,0011 - Legislators,172.21,664.37,141.61,141.61,3.4,2.91,2.65
2015,,Canada,Total (house and land),95.67,96265.0,1006.22,,,,,,126.57,126.56,1.13,1.63,1.77
2015,British Columbia,"Vancouver, British Columbia",Land only,99.0,96265.0,972.37,7465.0,470.0,0011 - Legislators,75.4,523.89,126.57,126.56,1.13,1.63,1.77
2019,Saskatchewan,Saskatchewan,Total (house and land),96.25,126555.0,1314.86,5215.0,386.0,0012 - Senior government managers and officials,54.18,684.52,135.98,135.97,1.94,2.05,2.01
2020,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Total (house and land),97.67,105815.0,1083.39,985.0,310.0,0012 - Senior government managers and officials,10.08,546.74,136.96,136.95,0.73,1.77,1.88
2020,Ontario,"Hamilton, Ontario",Land only,102.17,105815.0,1035.68,17775.0,475.0,0011 - Legislators,173.97,604.83,136.96,136.95,0.73,1.77,1.88
2022,Newfoundland and Labrador,Newfoundland and Labrador,Total (house and land),104.58,168235.0,1608.67,3240.0,310.0,0012 - Senior government managers and officials,30.98,819.83,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Guelph, Ontario",Total (house and land),123.25,181960.0,1476.35,29680.0,475.0,0011 - Legislators,240.81,858.58,157.11,157.11,3.89,3.89,4.02
2023,British Columbia,"Kelowna, British Columbia",Land only,118.0,181960.0,1542.03,13760.0,470.0,0011 - Legislators,116.61,829.32,157.11,157.11,3.89,3.89,4.02
2015,Quebec,"Montréal, Quebec",House only,98.08,96265.0,981.49,13220.0,482.0,0011 - Legislators,134.79,558.14,126.57,126.56,1.13,1.63,1.77
2016,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Total (house and land),99.92,103720.0,1038.03,1180.0,310.0,0012 - Senior government managers and officials,11.81,524.92,128.37,128.38,1.44,1.82,1.99
2016,Manitoba,Manitoba,House only,98.17,103720.0,1056.53,6310.0,409.0,0012 - Senior government managers and officials,64.28,560.41,128.37,128.38,1.44,1.82,1.99
2017,Alberta,Alberta,Total (house and land),99.75,108870.0,1091.43,5980.0,436.0,0011 - Legislators,59.95,575.69,130.42,130.43,1.6,1.44,1.63
2018,,Canada,Land only,103.33,117625.0,1138.34,,,,,,133.38,133.36,2.27,1.94,1.88
2022,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,134.5,168235.0,1250.82,29435.0,475.0,0011 - Legislators,218.85,734.83,151.24,151.24,6.8,5.25,4.84
2022,British Columbia,British Columbia,Total (house and land),127.33,168235.0,1321.25,12545.0,470.0,0011 - Legislators,98.52,709.89,151.24,151.24,6.8,5.25,4.84
2015,British Columbia,"Kelowna, British Columbia",House only,0.0,96265.0,,7465.0,470.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2016,Ontario,"London, Ontario",Total (house and land),98.17,103720.0,1056.53,25565.0,475.0,0011 - Legislators,260.42,658.48,128.37,128.38,1.44,1.82,1.99
2017,Quebec,"Trois-Rivières, Quebec",Total (house and land),100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2019,Nova Scotia,Atlantic Region,House only,100.0,126555.0,1265.55,4485.0,391.0,0012 - Senior government managers and officials,44.85,655.2,135.98,135.97,1.94,2.05,2.01
2021,Quebec,"Sherbrooke, Quebec",House only,104.5,152280.0,1457.22,17550.0,482.0,0011 - Legislators,167.94,812.58,141.61,141.61,3.4,2.91,2.65
2022,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),118.33,168235.0,1421.74,5690.0,369.0,"0013 - Senior managers - financial, communications and other business services",48.09,734.92,151.24,151.24,6.8,5.25,4.84
2023,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,108.67,181960.0,1674.43,4520.0,310.0,0012 - Senior government managers and officials,41.59,858.01,157.11,157.11,3.89,3.89,4.02
2023,Ontario,Ontario,Land only,120.0,181960.0,1516.33,29680.0,475.0,0011 - Legislators,247.33,881.83,157.11,157.11,3.89,3.89,4.02
2015,Quebec,"Trois-Rivières, Quebec",Total (house and land),0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2017,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2020,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,99.0,105815.0,1068.84,985.0,310.0,0012 - Senior government managers and officials,9.95,539.4,136.96,136.95,0.73,1.77,1.88
2020,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),126.08,105815.0,839.27,17775.0,475.0,0011 - Legislators,140.98,490.13,136.96,136.95,0.73,1.77,1.88
2015,Prince Edward Island,"Charlottetown, Prince Edward Island",Total (house and land),99.42,96265.0,968.27,240.0,250.0,0011 - Legislators,2.41,485.34,126.57,126.56,1.13,1.63,1.77
2017,Ontario,"Guelph, Ontario",Total (house and land),103.08,108870.0,1056.17,26770.0,475.0,0011 - Legislators,259.7,657.94,130.42,130.43,1.6,1.44,1.63
2017,British Columbia,"Victoria, British Columbia",Total (house and land),100.92,108870.0,1078.78,10470.0,470.0,0011 - Legislators,103.75,591.27,130.42,130.43,1.6,1.44,1.63
2019,Saskatchewan,"Saskatoon, Saskatchewan",Land only,100.92,126555.0,1254.01,5215.0,386.0,0012 - Senior government managers and officials,51.67,652.84,135.98,135.97,1.94,2.05,2.01
2022,Alberta,Prairie Region,Total (house and land),117.83,168235.0,1427.78,5205.0,436.0,0011 - Legislators,44.17,735.98,151.24,151.24,6.8,5.25,4.84
2016,Alberta,Prairie Region,House only,99.83,103720.0,1038.97,7035.0,436.0,0011 - Legislators,70.47,554.72,128.37,128.38,1.44,1.82,1.99
2018,Saskatchewan,Saskatchewan,House only,97.08,117625.0,1211.63,4790.0,386.0,0012 - Senior government managers and officials,49.34,630.49,133.38,133.36,2.27,1.94,1.88
2018,Alberta,"Calgary, Alberta",Land only,100.0,117625.0,1176.25,5060.0,436.0,0011 - Legislators,50.6,613.43,133.38,133.36,2.27,1.94,1.88
2021,Ontario,Ontario,House only,120.17,152280.0,1267.2,22675.0,475.0,0011 - Legislators,188.69,727.95,141.61,141.61,3.4,2.91,2.65
2023,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),127.08,181960.0,1431.85,29680.0,475.0,0011 - Legislators,233.55,832.7,157.11,157.11,3.89,3.89,4.02
2023,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,158.25,181960.0,1149.83,29680.0,475.0,0011 - Legislators,187.55,668.69,157.11,157.11,3.89,3.89,4.02
2015,Quebec,"Sherbrooke, Quebec",Land only,0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2017,Alberta,"Calgary, Alberta",Total (house and land),99.5,108870.0,1094.17,5980.0,436.0,0011 - Legislators,60.1,577.14,130.42,130.43,1.6,1.44,1.63
2019,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,101.17,126555.0,1250.91,2225.0,369.0,"0013 - Senior managers - financial, communications and other business services",21.99,636.45,135.98,135.97,1.94,2.05,2.01
2023,Prince Edward Island,Prince Edward Island,Total (house and land),122.0,181960.0,1491.48,3435.0,250.0,0011 - Legislators,28.16,759.82,157.11,157.11,3.89,3.89,4.02
2016,,Canada,House only,98.17,103720.0,1056.53,,,,,,128.37,128.38,1.44,1.82,1.99
2016,Alberta,Prairie Region,Land only,99.08,103720.0,1046.83,7035.0,436.0,0011 - Legislators,71.0,558.92,128.37,128.38,1.44,1.82,1.99
2017,Newfoundland and Labrador,Newfoundland and Labrador,Total (house and land),98.75,108870.0,1102.48,1005.0,310.0,0012 - Senior government managers and officials,10.18,556.33,130.42,130.43,1.6,1.44,1.63
2017,British Columbia,British Columbia,Total (house and land),103.92,108870.0,1047.63,10470.0,470.0,0011 - Legislators,100.75,574.19,130.42,130.43,1.6,1.44,1.63
2022,Quebec,"Trois-Rivières, Quebec",House only,112.0,168235.0,1502.1,17755.0,482.0,0011 - Legislators,158.53,830.31,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Oshawa, Ontario",House only,123.92,181960.0,1468.37,29680.0,475.0,0011 - Legislators,239.51,853.94,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.0,96265.0,972.37,23515.0,475.0,0011 - Legislators,237.53,604.95,126.57,126.56,1.13,1.63,1.77
2018,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),107.08,117625.0,1098.48,27435.0,475.0,0011 - Legislators,256.21,677.35,133.38,133.36,2.27,1.94,1.88
2019,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.08,126555.0,1264.54,2225.0,369.0,"0013 - Senior managers - financial, communications and other business services",22.23,643.39,135.98,135.97,1.94,2.05,2.01
2020,Saskatchewan,"Regina, Saskatchewan",House only,89.58,105815.0,1181.23,4500.0,386.0,0012 - Senior government managers and officials,50.23,615.73,136.96,136.95,0.73,1.77,1.88
2017,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),102.0,108870.0,1067.35,26770.0,475.0,0011 - Legislators,262.45,664.9,130.42,130.43,1.6,1.44,1.63
2017,Ontario,"Oshawa, Ontario",Total (house and land),102.83,108870.0,1058.74,26770.0,475.0,0011 - Legislators,260.33,659.54,130.42,130.43,1.6,1.44,1.63
2018,Quebec,"Sherbrooke, Quebec",Total (house and land),99.83,117625.0,1178.25,17045.0,482.0,0011 - Legislators,170.74,674.5,133.38,133.36,2.27,1.94,1.88
2020,Ontario,"Toronto, Ontario",House only,99.75,105815.0,1060.8,17775.0,475.0,0011 - Legislators,178.2,619.5,136.96,136.95,0.73,1.77,1.88
2022,Alberta,"Calgary, Alberta",House only,129.92,168235.0,1294.91,5205.0,436.0,0011 - Legislators,40.06,667.49,151.24,151.24,6.8,5.25,4.84
2016,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),97.42,103720.0,1064.67,25565.0,475.0,0011 - Legislators,262.42,663.55,128.37,128.38,1.44,1.82,1.99
2017,Quebec,"Montréal, Quebec",Land only,100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2019,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,99.58,126555.0,1270.89,1245.0,310.0,0012 - Senior government managers and officials,12.5,641.7,135.98,135.97,1.94,2.05,2.01
2020,Quebec,Quebec,House only,113.5,105815.0,932.29,14745.0,482.0,0011 - Legislators,129.91,531.1,136.96,136.95,0.73,1.77,1.88
2023,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,102.0,181960.0,1783.92,4520.0,310.0,0012 - Senior government managers and officials,44.31,914.12,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),93.08,96265.0,1034.22,23515.0,475.0,0011 - Legislators,252.63,643.43,126.57,126.56,1.13,1.63,1.77
2015,British Columbia,"Vancouver, British Columbia",Total (house and land),94.17,96265.0,1022.25,7465.0,470.0,0011 - Legislators,79.27,550.76,126.57,126.56,1.13,1.63,1.77
2016,Ontario,"London, Ontario",Land only,99.17,103720.0,1045.88,25565.0,475.0,0011 - Legislators,257.79,651.84,128.37,128.38,1.44,1.82,1.99
2019,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,104.42,126555.0,1211.98,29875.0,475.0,0011 - Legislators,286.1,749.04,135.98,135.97,1.94,2.05,2.01
2018,Quebec,"Trois-Rivières, Quebec",House only,100.25,117625.0,1173.32,17045.0,482.0,0011 - Legislators,170.02,671.67,133.38,133.36,2.27,1.94,1.88
2018,Alberta,Alberta,Land only,100.0,117625.0,1176.25,5060.0,436.0,0011 - Legislators,50.6,613.43,133.38,133.36,2.27,1.94,1.88
2016,Prince Edward Island,"Charlottetown, Prince Edward Island",Total (house and land),99.92,103720.0,1038.03,610.0,250.0,0011 - Legislators,6.1,522.06,128.37,128.38,1.44,1.82,1.99
2016,Saskatchewan,"Regina, Saskatchewan",House only,100.5,103720.0,1032.04,6020.0,386.0,0012 - Senior government managers and officials,59.9,545.97,128.37,128.38,1.44,1.82,1.99
2017,Saskatchewan,"Saskatoon, Saskatchewan",Land only,99.33,108870.0,1096.04,4950.0,386.0,0012 - Senior government managers and officials,49.83,572.94,130.42,130.43,1.6,1.44,1.63
2021,Quebec,"Sherbrooke, Quebec",Total (house and land),104.83,152280.0,1452.64,17550.0,482.0,0011 - Legislators,167.41,810.03,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,147.75,152280.0,1030.66,22675.0,475.0,0011 - Legislators,153.47,592.07,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,185.92,168235.0,904.88,29435.0,475.0,0011 - Legislators,158.32,531.6,151.24,151.24,6.8,5.25,4.84
2015,New Brunswick,New Brunswick,House only,97.5,96265.0,987.33,1030.0,369.0,"0013 - Senior managers - financial, communications and other business services",10.56,498.95,126.57,126.56,1.13,1.63,1.77
